userId,movieId,rating,timestamp
4,64,5.0,1757771135
4,18,5.0,1757771136
4,34,5.0,1757771137
4,2,5.0,1757771138
4,7,5.0,1757771139
4,26,5.0,1757771140
4,39,5.0,1757771141
4,12,5.0,1757771142
5,61,5.0,1757772113
5,70,5.0,1757772114
5,8,5.0,1757772115
5,39,5.0,1757772116
5,10,5.0,1757772117
5,24,5.0,1757772118
5,15,5.0,1757772119
5,16,5.0,1757772120
5,41,5.0,1757772121
5,2,5.0,1757772122
5,1,5.0,1757772123
5,12,5.0,1757772124
5,27,5.0,1757772125
5,14,5.0,1757772126
5,34,5.0,1757772127
5,28,5.0,1757772128
5,6,5.0,1757772129
5,44,5.0,1757772130
5,20,5.0,1757772131
5,48,5.0,1757772132
5,45,5.0,1757772133
5,18,5.0,1757772134
5,69,5.0,1757772135
5,7,5.0,1757772136
5,19,5.0,1757772137
5,42,5.0,1757772138
5,64,5.0,1757772139
5,9,5.0,1757772140
5,22,5.0,1757772141
5,25,5.0,1757772142
6,1,5.0,1757773113
6,24,5.0,1757773114
6,64,5.0,1757773115
6,6,5.0,1757773116
6,39,5.0,1757773117
6,20,5.0,1757773118
6,13,5.0,1757773119
6,19,5.0,1757773120
6,41,5.0,1757773121
6,44,5.0,1757773122
6,22,5.0,1757773123
6,14,5.0,1757773124
6,28,5.0,1757773125
6,48,5.0,1757773126
6,7,5.0,1757773127
6,10,5.0,1757773128
6,69,5.0,1757773129
6,45,5.0,1757773130
6,8,5.0,1757773131
6,2,5.0,1757773132
6,17,5.0,1757773133
6,61,5.0,1757773134
6,9,5.0,1757773135
6,26,5.0,1757773136
6,34,5.0,1757773137
6,25,5.0,1757773138
6,16,5.0,1757773139
6,42,5.0,1757773140
6,70,5.0,1757773141
6,27,5.0,1757773142
7,44,5.0,1757774113
7,19,5.0,1757774114
7,28,5.0,1757774115
7,34,5.0,1757774116
7,24,5.0,1757774117
7,48,5.0,1757774118
7,12,5.0,1757774119
7,45,5.0,1757774120
7,17,5.0,1757774121
7,25,5.0,1757774122
7,42,5.0,1757774123
7,39,5.0,1757774124
7,27,5.0,1757774125
7,9,5.0,1757774126
7,8,5.0,1757774127
7,70,5.0,1757774128
7,6,5.0,1757774129
7,14,5.0,1757774130
7,26,5.0,1757774131
7,13,5.0,1757774132
7,15,5.0,1757774133
7,18,5.0,1757774134
7,64,5.0,1757774135
7,61,5.0,1757774136
7,2,5.0,1757774137
7,1,5.0,1757774138
7,16,5.0,1757774139
7,20,5.0,1757774140
7,22,5.0,1757774141
7,10,5.0,1757774142
8,6,5.0,1757775113
8,24,5.0,1757775114
8,61,5.0,1757775115
8,48,5.0,1757775116
8,1,5.0,1757775117
8,22,5.0,1757775118
8,15,5.0,1757775119
8,16,5.0,1757775120
8,69,5.0,1757775121
8,26,5.0,1757775122
8,25,5.0,1757775123
8,19,5.0,1757775124
8,28,5.0,1757775125
8,9,5.0,1757775126
8,7,5.0,1757775127
8,20,5.0,1757775128
8,18,5.0,1757775129
8,42,5.0,1757775130
8,39,5.0,1757775131
8,17,5.0,1757775132
8,64,5.0,1757775133
8,13,5.0,1757775134
8,12,5.0,1757775135
8,8,5.0,1757775136
8,34,5.0,1757775137
8,44,5.0,1757775138
8,10,5.0,1757775139
8,45,5.0,1757775140
8,2,5.0,1757775141
8,41,5.0,1757775142
9,24,5.0,1757776113
9,8,5.0,1757776114
9,48,5.0,1757776115
9,18,5.0,1757776116
9,34,5.0,1757776117
9,28,5.0,1757776118
9,22,5.0,1757776119
9,13,5.0,1757776120
9,41,5.0,1757776121
9,6,5.0,1757776122
9,26,5.0,1757776123
9,45,5.0,1757776124
9,9,5.0,1757776125
9,70,5.0,1757776126
9,14,5.0,1757776127
9,10,5.0,1757776128
9,20,5.0,1757776129
9,42,5.0,1757776130
9,19,5.0,1757776131
9,15,5.0,1757776132
9,27,5.0,1757776133
9,64,5.0,1757776134
9,12,5.0,1757776135
9,25,5.0,1757776136
9,61,5.0,1757776137
9,39,5.0,1757776138
9,1,5.0,1757776139
9,44,5.0,1757776140
9,69,5.0,1757776141
9,2,5.0,1757776142
10,26,5.0,1757777113
10,13,5.0,1757777114
10,34,5.0,1757777115
10,41,5.0,1757777116
10,27,5.0,1757777117
10,14,5.0,1757777118
10,39,5.0,1757777119
10,6,5.0,1757777120
10,64,5.0,1757777121
10,8,5.0,1757777122
10,44,5.0,1757777123
10,17,5.0,1757777124
10,18,5.0,1757777125
10,61,5.0,1757777126
10,69,5.0,1757777127
10,42,5.0,1757777128
10,24,5.0,1757777129
10,19,5.0,1757777130
10,22,5.0,1757777131
10,48,5.0,1757777132
10,25,5.0,1757777133
10,45,5.0,1757777134
10,1,5.0,1757777135
10,70,5.0,1757777136
10,12,5.0,1757777137
10,20,5.0,1757777138
10,16,5.0,1757777139
10,10,5.0,1757777140
10,28,5.0,1757777141
10,7,5.0,1757777142
11,45,5.0,1757778113
11,70,5.0,1757778114
11,1,5.0,1757778115
11,10,5.0,1757778116
11,48,5.0,1757778117
11,24,5.0,1757778118
11,39,5.0,1757778119
11,7,5.0,1757778120
11,42,5.0,1757778121
11,8,5.0,1757778122
11,9,5.0,1757778123
11,13,5.0,1757778124
11,2,5.0,1757778125
11,16,5.0,1757778126
11,26,5.0,1757778127
11,6,5.0,1757778128
11,27,5.0,1757778129
11,64,5.0,1757778130
11,15,5.0,1757778131
11,44,5.0,1757778132
11,17,5.0,1757778133
11,20,5.0,1757778134
11,34,5.0,1757778135
11,41,5.0,1757778136
11,19,5.0,1757778137
11,22,5.0,1757778138
11,18,5.0,1757778139
11,69,5.0,1757778140
11,14,5.0,1757778141
11,12,5.0,1757778142
12,8,5.0,1757779113
12,2,5.0,1757779114
12,24,5.0,1757779115
12,1,5.0,1757779116
12,6,5.0,1757779117
12,42,5.0,1757779118
12,25,5.0,1757779119
12,14,5.0,1757779120
12,39,5.0,1757779121
12,27,5.0,1757779122
12,15,5.0,1757779123
12,13,5.0,1757779124
12,17,5.0,1757779125
12,20,5.0,1757779126
12,22,5.0,1757779127
12,19,5.0,1757779128
12,9,5.0,1757779129
12,12,5.0,1757779130
12,61,5.0,1757779131
12,10,5.0,1757779132
12,41,5.0,1757779133
12,7,5.0,1757779134
12,16,5.0,1757779135
12,45,5.0,1757779136
12,70,5.0,1757779137
12,48,5.0,1757779138
12,26,5.0,1757779139
12,28,5.0,1757779140
12,64,5.0,1757779141
12,18,5.0,1757779142
13,26,5.0,1757780113
13,16,5.0,1757780114
13,7,5.0,1757780115
13,22,5.0,1757780116
13,6,5.0,1757780117
13,18,5.0,1757780118
13,64,5.0,1757780119
13,61,5.0,1757780120
13,34,5.0,1757780121
13,39,5.0,1757780122
13,28,5.0,1757780123
13,15,5.0,1757780124
13,24,5.0,1757780125
13,2,5.0,1757780126
13,41,5.0,1757780127
13,10,5.0,1757780128
13,45,5.0,1757780129
13,27,5.0,1757780130
13,20,5.0,1757780131
13,1,5.0,1757780132
13,69,5.0,1757780133
13,12,5.0,1757780134
13,25,5.0,1757780135
13,44,5.0,1757780136
13,9,5.0,1757780137
13,8,5.0,1757780138
13,70,5.0,1757780139
13,48,5.0,1757780140
13,14,5.0,1757780141
13,17,5.0,1757780142
14,27,5.0,1757781113
14,45,5.0,1757781114
14,12,5.0,1757781115
14,41,5.0,1757781116
14,9,5.0,1757781117
14,16,5.0,1757781118
14,7,5.0,1757781119
14,15,5.0,1757781120
14,22,5.0,1757781121
14,14,5.0,1757781122
14,17,5.0,1757781123
14,18,5.0,1757781124
14,8,5.0,1757781125
14,70,5.0,1757781126
14,6,5.0,1757781127
14,34,5.0,1757781128
14,20,5.0,1757781129
14,39,5.0,1757781130
14,10,5.0,1757781131
14,42,5.0,1757781132
14,69,5.0,1757781133
14,24,5.0,1757781134
14,64,5.0,1757781135
14,26,5.0,1757781136
14,13,5.0,1757781137
14,61,5.0,1757781138
14,2,5.0,1757781139
14,19,5.0,1757781140
14,44,5.0,1757781141
14,28,5.0,1757781142
15,9,5.0,1757782113
15,8,5.0,1757782114
15,28,5.0,1757782115
15,27,5.0,1757782116
15,22,5.0,1757782117
15,25,5.0,1757782118
15,34,5.0,1757782119
15,69,5.0,1757782120
15,48,5.0,1757782121
15,14,5.0,1757782122
15,70,5.0,1757782123
15,16,5.0,1757782124
15,15,5.0,1757782125
15,18,5.0,1757782126
15,41,5.0,1757782127
15,64,5.0,1757782128
15,13,5.0,1757782129
15,10,5.0,1757782130
15,24,5.0,1757782131
15,45,5.0,1757782132
15,20,5.0,1757782133
15,44,5.0,1757782134
15,26,5.0,1757782135
15,12,5.0,1757782136
15,17,5.0,1757782137
15,19,5.0,1757782138
15,7,5.0,1757782139
15,1,5.0,1757782140
15,2,5.0,1757782141
15,39,5.0,1757782142
16,26,5.0,1757783113
16,19,5.0,1757783114
16,6,5.0,1757783115
16,13,5.0,1757783116
16,34,5.0,1757783117
16,24,5.0,1757783118
16,69,5.0,1757783119
16,17,5.0,1757783120
16,1,5.0,1757783121
16,7,5.0,1757783122
16,22,5.0,1757783123
16,10,5.0,1757783124
16,16,5.0,1757783125
16,9,5.0,1757783126
16,39,5.0,1757783127
16,42,5.0,1757783128
16,15,5.0,1757783129
16,18,5.0,1757783130
16,45,5.0,1757783131
16,41,5.0,1757783132
16,25,5.0,1757783133
16,61,5.0,1757783134
16,12,5.0,1757783135
16,27,5.0,1757783136
16,2,5.0,1757783137
16,20,5.0,1757783138
16,44,5.0,1757783139
16,70,5.0,1757783140
16,48,5.0,1757783141
16,8,5.0,1757783142
17,27,5.0,1757784113
17,39,5.0,1757784114
17,48,5.0,1757784115
17,25,5.0,1757784116
17,34,5.0,1757784117
17,64,5.0,1757784118
17,70,5.0,1757784119
17,26,5.0,1757784120
17,7,5.0,1757784121
17,24,5.0,1757784122
17,22,5.0,1757784123
17,16,5.0,1757784124
17,45,5.0,1757784125
17,2,5.0,1757784126
17,44,5.0,1757784127
17,20,5.0,1757784128
17,1,5.0,1757784129
17,17,5.0,1757784130
17,69,5.0,1757784131
17,61,5.0,1757784132
17,42,5.0,1757784133
17,14,5.0,1757784134
17,28,5.0,1757784135
17,18,5.0,1757784136
17,12,5.0,1757784137
17,6,5.0,1757784138
17,8,5.0,1757784139
17,13,5.0,1757784140
17,19,5.0,1757784141
17,15,5.0,1757784142
18,10,5.0,1757785113
18,41,5.0,1757785114
18,13,5.0,1757785115
18,69,5.0,1757785116
18,8,5.0,1757785117
18,2,5.0,1757785118
18,22,5.0,1757785119
18,42,5.0,1757785120
18,17,5.0,1757785121
18,64,5.0,1757785122
18,24,5.0,1757785123
18,39,5.0,1757785124
18,48,5.0,1757785125
18,20,5.0,1757785126
18,25,5.0,1757785127
18,44,5.0,1757785128
18,26,5.0,1757785129
18,14,5.0,1757785130
18,7,5.0,1757785131
18,34,5.0,1757785132
18,6,5.0,1757785133
18,45,5.0,1757785134
18,19,5.0,1757785135
18,70,5.0,1757785136
18,28,5.0,1757785137
18,12,5.0,1757785138
18,1,5.0,1757785139
18,61,5.0,1757785140
18,16,5.0,1757785141
18,15,5.0,1757785142
19,6,5.0,1757786113
19,26,5.0,1757786114
19,8,5.0,1757786115
19,69,5.0,1757786116
19,17,5.0,1757786117
19,61,5.0,1757786118
19,12,5.0,1757786119
19,16,5.0,1757786120
19,27,5.0,1757786121
19,24,5.0,1757786122
19,70,5.0,1757786123
19,9,5.0,1757786124
19,48,5.0,1757786125
19,13,5.0,1757786126
19,1,5.0,1757786127
19,22,5.0,1757786128
19,45,5.0,1757786129
19,44,5.0,1757786130
19,39,5.0,1757786131
19,18,5.0,1757786132
19,10,5.0,1757786133
19,15,5.0,1757786134
19,20,5.0,1757786135
19,14,5.0,1757786136
19,19,5.0,1757786137
19,34,5.0,1757786138
19,7,5.0,1757786139
19,25,5.0,1757786140
19,28,5.0,1757786141
19,42,5.0,1757786142
20,69,5.0,1757787113
20,1,5.0,1757787114
20,22,5.0,1757787115
20,2,5.0,1757787116
20,24,5.0,1757787117
20,39,5.0,1757787118
20,44,5.0,1757787119
20,9,5.0,1757787120
20,70,5.0,1757787121
20,48,5.0,1757787122
20,64,5.0,1757787123
20,27,5.0,1757787124
20,26,5.0,1757787125
20,61,5.0,1757787126
20,16,5.0,1757787127
20,45,5.0,1757787128
20,17,5.0,1757787129
20,28,5.0,1757787130
20,12,5.0,1757787131
20,19,5.0,1757787132
20,25,5.0,1757787133
20,20,5.0,1757787134
20,6,5.0,1757787135
20,7,5.0,1757787136
20,15,5.0,1757787137
20,8,5.0,1757787138
20,14,5.0,1757787139
20,42,5.0,1757787140
20,41,5.0,1757787141
20,18,5.0,1757787142
